id;email;ip;city;country;latitude;longitude;user_agent;platform;language;screen_width;screen_height;pixel_ratio;cookies_enabled;fingerprint;timestamp;gemini_explanation;risk_breakdown;risk_explanation;risk_score
17;user1@example.com;103.171.163.160;Special capital Region of Jakarta;Indonesia;-61.970.969;1.068.164.926;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";Win32;en-US;1536;864;1.25;1;732da8d2ec04bc41938862957ffb1c3d;2025-06-25 21:11:48;;;;
18;admin@email.com;103.171.163.160;Special capital Region of Jakarta;Indonesia;-62.193.664;106.840.064;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";Win32;en-US;1536;864;1.25;1;732da8d2ec04bc41938862957ffb1c3d;2025-06-25 21:13:16;;;;
19;admin@email.com;103.47.133.89;Special capital Region of Jakarta;Indonesia;-62.226.432;106.856.448;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";Win32;en-US;1536;864;1.25;1;732da8d2ec04bc41938862957ffb1c3d;2025-06-28 14:06:35;;;;
20;fachry@email.com;103.177.177.138;Special capital Region of Jakarta;Indonesia;-62.105.748;1.068.333.362;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";Win32;en-US;1536;864;1.25;1;732da8d2ec04bc41938862957ffb1c3d;2025-07-01 17:43:03;;;;
21;admin@email.com;103.125.43.36;Special capital Region of Jakarta;Indonesia;-62.226.432;106.856.448;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";Win32;en-US;1536;864;1.25;1;732da8d2ec04bc41938862957ffb1c3d;2025-07-01 19:50:11;;;;
22;admin@email.com;103.125.43.36;Special capital Region of Jakarta;Indonesia;-62.226.432;106.856.448;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";Win32;en-US;1536;864;1.25;1;732da8d2ec04bc41938862957ffb1c3d;2025-07-01 19:50:25;;;;
23;fernando@gmail.com;118.99.107.154;Unknown;Unknown;0.0;0.0;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";Win32;en-US;1920;1080;1.0;1;2d943d91d979f3f83fe50a3de12c6756;2025-07-01 20:19:46;;;;
24;fernando@gmail.com;118.99.107.154;Unknown;Unknown;0.0;0.0;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";Win32;en-US;1920;1080;1.0;1;2d943d91d979f3f83fe50a3de12c6756;2025-07-01 20:19:48;;;;
25;fernando@gmail.com;118.99.107.154;Unknown;Unknown;0.0;0.0;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";Win32;en-US;1920;1080;1.0;1;2d943d91d979f3f83fe50a3de12c6756;2025-07-01 20:20:21;;;;
26;fernando@gmail.com;118.99.107.154;Unknown;Unknown;0.0;0.0;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";Win32;en-US;1920;1080;1.0;1;2d943d91d979f3f83fe50a3de12c6756;2025-07-01 20:20:36;;;;
27;admin@email.com;103.47.133.89;Special capital Region of Jakarta;Indonesia;-61.971.961;1.068.165.024;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";Win32;en-US;1536;864;1.25;1;732da8d2ec04bc41938862957ffb1c3d;2025-07-03 22:44:42;;;;
28;admin@email.com;103.47.133.89;Special capital Region of Jakarta;Indonesia;-61.971.961;1.068.165.024;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";Win32;en-US;1536;864;1.25;1;732da8d2ec04bc41938862957ffb1c3d;2025-07-03 22:44:44;;;;
29;user2@example.com;103.47.133.89;Special capital Region of Jakarta;Indonesia;-6.176.768;1.068.171.264;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";Win32;en-US;1536;864;1.25;1;732da8d2ec04bc41938862957ffb1c3d;2025-07-03 23:05:57;;;;
30;user2@example.com;103.47.133.89;Special capital Region of Jakarta;Indonesia;-6.176.768;1.068.171.264;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";Win32;en-US;1536;864;1.25;1;732da8d2ec04bc41938862957ffb1c3d;2025-07-03 23:15:01;;;;
31;user2@example.com;103.47.133.89;Special capital Region of Jakarta;Indonesia;-61.970.479;1.068.165.059;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";Win32;en-US;1536;864;1.25;1;732da8d2ec04bc41938862957ffb1c3d;2025-07-03 23:18:15;;;;
32;user3@example.com;103.47.133.89;Special capital Region of Jakarta;Indonesia;-6.176.768;1.068.171.264;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";Win32;en-US;1536;864;1.25;1;732da8d2ec04bc41938862957ffb1c3d;2025-07-03 23:19:25;;;;
33;user3@example.com;103.47.133.89;Special capital Region of Jakarta;Indonesia;-61.971.954;1.068.165.161;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";Win32;en-US;1536;864;1.25;1;732da8d2ec04bc41938862957ffb1c3d;2025-07-03 23:23:50;;;;
34;admin@email.com;103.47.133.89;Special capital Region of Jakarta;Indonesia;-6.176.768;1.068.171.264;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";Win32;en-US;1536;864;1.25;1;732da8d2ec04bc41938862957ffb1c3d;2025-07-03 23:24:46;;;;
35;user2@example.com;103.47.133.89;Special capital Region of Jakarta;Indonesia;-61.970.866;1.068.164.744;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";Win32;en-US;1536;864;1.25;1;732da8d2ec04bc41938862957ffb1c3d;2025-07-03 23:26:08;;;;
36;admin@email.com;140.213.2.254;Special capital Region of Jakarta;Indonesia;-62.130.098;1.068.289.098;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";Win32;en-US;1536;864;1.25;1;732da8d2ec04bc41938862957ffb1c3d;2025-07-04 11:15:53;;;;
37;fachry@email.com;103.47.133.89;Special capital Region of Jakarta;Indonesia;-6.176.768;1.068.171.264;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";Win32;en-US;1536;864;1.25;1;732da8d2ec04bc41938862957ffb1c3d;2025-07-05 14:15:52;;;;
38;user3@example.com;103.47.133.89;Special capital Region of Jakarta;Indonesia;-62.488.576;106.790.912;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36";Win32;en-US;1536;864;1.25;1;732da8d2ec04bc41938862957ffb1c3d;2025-07-07 19:08:23;;;;
39;user4@example.com;103.125.43.31;Special capital Region of Jakarta;Indonesia;-61.265.467;1.068.679.899;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36";Win32;en-US;1536;864;1.25;1;333365b3ad4944421c7e0e8a37a81013;2025-07-12 12:33:35;;;;
40;user4@example.com;112.215.171.20;Special capital Region of Jakarta;Indonesia;-62.160.896;1.068.466.176;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36";Win32;en-US;1536;864;1.25;1;333365b3ad4944421c7e0e8a37a81013;2025-07-15 09:52:09;;;;
41;admin@email.com;112.215.171.20;Special capital Region of Jakarta;Indonesia;-62.160.896;1.068.466.176;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36";Win32;en-US;1536;864;1.25;1;333365b3ad4944421c7e0e8a37a81013;2025-07-15 09:53:45;;;;
42;admin@email.com;112.215.171.20;Special capital Region of Jakarta;Indonesia;-62.160.896;1.068.466.176;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36";Win32;en-US;1536;864;1.25;1;333365b3ad4944421c7e0e8a37a81013;2025-07-15 09:53:47;;;;
43;user4@example.com;112.215.171.20;Special capital Region of Jakarta;Indonesia;-62.160.896;1.068.466.176;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36";Win32;en-US;1536;864;1.25;1;333365b3ad4944421c7e0e8a37a81013;2025-07-15 09:54:34;;;;
44;user5@example.com;112.215.170.128;Special capital Region of Jakarta;Indonesia;-62.160.896;1.068.466.176;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36";Win32;en-US;1536;864;1.25;1;333365b3ad4944421c7e0e8a37a81013;2025-07-15 10:03:50;;;;
45;user5@example.com;140.213.9.144;Special capital Region of Jakarta;Indonesia;-62.160.896;1.068.466.176;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36";Win32;en-US;1536;864;1.25;1;333365b3ad4944421c7e0e8a37a81013;2025-07-15 10:28:19;;;;
46;user6@example.com;112.215.171.20;Special capital Region of Jakarta;Indonesia;-62.160.896;1.068.466.176;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36";Win32;en-US;1536;864;1.25;1;333365b3ad4944421c7e0e8a37a81013;2025-07-15 10:32:34;;;;
47;user6@example.com;112.215.171.20;Special capital Region of Jakarta;Indonesia;-62.160.896;1.068.466.176;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36";Win32;en-US;1536;864;1.25;1;333365b3ad4944421c7e0e8a37a81013;2025-07-15 10:38:38;;;;
48;user5@example.com;112.215.171.20;Special capital Region of Jakarta;Indonesia;-62.160.896;1.068.466.176;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36";Win32;en-US;1536;864;1.25;1;333365b3ad4944421c7e0e8a37a81013;2025-07-15 10:38:51;;;;
49;user2@example.com;112.215.171.20;Special capital Region of Jakarta;Indonesia;-62.160.896;1.068.466.176;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36";Win32;en-US;1536;864;1.25;1;333365b3ad4944421c7e0e8a37a81013;2025-07-15 10:39:09;;;;
50;user6@example.com;103.125.43.11;Special capital Region of Jakarta;Indonesia;-61.971.029;1.068.164.517;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36";Win32;en-US;1536;864;1.25;1;333365b3ad4944421c7e0e8a37a81013;2025-07-15 19:16:45;;;;
51;user5@example.com;103.125.43.11;Special capital Region of Jakarta;Indonesia;-61.971.057;1.068.164.537;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36";Win32;en-US;1536;864;1.25;1;333365b3ad4944421c7e0e8a37a81013;2025-07-15 19:22:58;;;;
52;user7@example.com;103.125.43.11;East Jakarta;Indonesia;-62.226.432;1.068.990.464;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36";Win32;en-US;1536;864;1.25;1;333365b3ad4944421c7e0e8a37a81013;2025-07-15 19:25:35;;;;
53;testingFer@gmail.com;182.253.127.150;Unknown;Unknown;0.0;0.0;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36";Win32;en-US;1707;1067;1.5;1;f79f563bc8eb85e0e128f3d53140c57e;2025-07-16 20:39:47;;;;
54;testingFer@gmail.com;182.253.127.150;Unknown;Unknown;0.0;0.0;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36";Win32;en-US;1707;1067;1.5;1;f79f563bc8eb85e0e128f3d53140c57e;2025-07-16 20:43:09;;;;
55;testfachry@gmail.com;103.47.133.89;Special capital Region of Jakarta;Indonesia;-62.455.808;1.068.269.568;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36";Win32;en-US;2560;1440;1.0;1;8e9b2a6994c904e3c656f6f902c7c84b;2025-07-16 20:44:08;;;;
56;testfachry22@gmail.com;103.47.133.89;Special capital Region of Jakarta;Indonesia;-62.455.808;1.068.269.568;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36";Win32;en-US;2560;1440;1.0;1;8e9b2a6994c904e3c656f6f902c7c84b;2025-07-16 20:53:51;;;;
57;testingFer@gmail.com;182.253.127.150;Unknown;Unknown;0.0;0.0;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0";Win32;en-US;1707;1067;1.5;1;b0c2fdc1d234adacf8f4ad2e9509856d;2025-07-16 20:56:57;;;;
58;testingFer@gmail.com;182.253.127.150;Unknown;Unknown;0.0;0.0;"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36";Win32;en-US;747;1127;20.000.000.596.046.400;1;e37c49e27b1059e59df651feab824887;2025-07-16 21:07:11;;;;
59;testfachry3@gmail.com;103.125.43.11;Special capital Region of Jakarta;Indonesia;-61.971.157;1.068.163.921;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36";Win32;en-US;2560;1440;1.0;1;8e9b2a6994c904e3c656f6f902c7c84b;2025-07-16 21:08:19;;;;
60;testingFer@gmail.com;182.253.127.150;Unknown;Unknown;0.0;0.0;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36";Win32;en-US;1707;1067;1.5;1;f79f563bc8eb85e0e128f3d53140c57e;2025-07-16 21:11:49;;;;
61;testingFer@gmail.com;182.253.127.150;Unknown;Unknown;0.0;0.0;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36";Win32;en-US;1707;1067;1.5;1;f79f563bc8eb85e0e128f3d53140c57e;2025-07-16 21:12:22;;;;
62;testfachry3@gmail.com;103.125.43.11;Special capital Region of Jakarta;Indonesia;-62.455.808;1.068.269.568;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36";Win32;en-US;2560;1440;1.0;1;8e9b2a6994c904e3c656f6f902c7c84b;2025-07-16 21:14:38;;;;
63;testfachry3@gmail.com;103.125.43.11;Special capital Region of Jakarta;Indonesia;-62.455.808;1.068.269.568;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36";Win32;en-US;2560;1440;1.0;1;8e9b2a6994c904e3c656f6f902c7c84b;2025-07-16 21:16:02;;;;
64;testingFer2@gmail.com;182.253.127.150;Special capital Region of Jakarta;Indonesia;-62.783.488;106.790.912;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36";Win32;en-US;1707;1067;1.5;1;f21f1e6b102c23c7d681c7eb59730462;2025-07-16 21:21:12;;;;
65;testfachry4@gmail.com;103.47.133.89;Special capital Region of Jakarta;Indonesia;-62.455.808;1.068.269.568;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36";Win32;en-US;2560;1440;1.0;1;8e9b2a6994c904e3c656f6f902c7c84b;2025-07-16 21:26:38;;;;
66;user7@example.com;94.156.250.80;Unknown;Unknown;0.0;0.0;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36 AlohaBrowser/7.4.4";Linux aarch64;en;393;873;2.75;1;9d3513727350c512f683709dcf0e348d;2025-07-16 21:51:54;;;;
73;testfachry3@gmail.com;103.177.177.149;Special capital Region of Jakarta;Indonesia;-62.069.039;1.068.296.488;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36";Win32;en-US;1536;864;1.25;1;333365b3ad4944421c7e0e8a37a81013;2025-07-18 10:11:42;;;;
95;testingFer3@gmail.com;182.253.127.150;Special Capital Region of Jakarta;Indonesia;-62.783.488;106.790.912;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36";Win32;en-US;1920;1080;1.0;1;f21f1e6b102c23c7d681c7eb59730462;2025-07-11 15:12:00;;;;
96;testingFer3@gmail.com;182.253.127.150;Special Capital Region of Jakarta;Indonesia;-62.783.488;106.790.912;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36";Win32;en-US;1707;1067;1.5;1;f21f1e6b102c23c7d681c7eb59730462;2025-07-12 05:15:43;;;;
97;testingFer3@gmail.com;182.253.127.150;Special Capital Region of Jakarta;Indonesia;-62.783.488;106.790.912;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36";Win32;en-US;1440;900;1.25;1;f21f1e6b102c23c7d681c7eb59730462;2025-07-12 16:10:23;;;;
98;testingFer3@gmail.com;182.253.127.150;Special Capital Region of Jakarta;Indonesia;-62.783.488;106.790.912;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36";Win32;en-US;1366;768;1.0;1;f21f1e6b102c23c7d681c7eb59730462;2025-07-13 02:02:11;;;;
99;testingFer3@gmail.com;182.253.127.150;Special Capital Region of Jakarta;Indonesia;-62.783.488;106.790.912;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36";Win32;en-US;1600;900;1.0;1;f21f1e6b102c23c7d681c7eb59730462;2025-07-13 21:23:47;;;;
100;testingFer3@gmail.com;182.253.127.150;Special Capital Region of Jakarta;Indonesia;-62.783.488;106.790.912;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36";Win32;en-US;1536;864;1.25;1;f21f1e6b102c23c7d681c7eb59730462;2025-07-14 06:44:33;;;;
101;testingFer3@gmail.com;182.253.127.150;Special Capital Region of Jakarta;Indonesia;-62.783.488;106.790.912;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36";Win32;en-US;1360;768;1.0;1;f21f1e6b102c23c7d681c7eb59730462;2025-07-14 17:32:58;;;;
102;testingFer3@gmail.com;182.253.127.150;Special Capital Region of Jakarta;Indonesia;-62.783.488;106.790.912;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36";Win32;en-US;1280;720;1.25;1;f21f1e6b102c23c7d681c7eb59730462;2025-07-15 04:11:44;;;;
